species,document,score,category,status,reasoning
Pardosa_abagensis,Nadolny_A_A__Kovblyuk_M_M_2012_Members_of_Pardosa_amentata_and_P_lugubris_species_groups_in_Crimea_and_Caucasus_with_notes_on_P_abagensis_Aranei_Lycosidae,7.9,4,ok,"## Nadolny_A_A__Kovblyuk_M_M_2012_Members_of_Pardosa_amentata_and_P_lugubris_species_groups_in_Crimea_and_Caucasus_with_notes_on_P_abagensis_Aranei_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is focused exclusively on Pardosa (four species: P. abagensis, P. amentata, P. caucasica, P. lugubris), with detailed redescriptions, species group diagnoses, and phenology — 100% Pardosa content. || Morphological description depth (25%) | 8 | Descriptions combine precise measurements (total length, carapace, palp and leg segment lengths in mm) with detailed structural terminology (tegular apophysis, terminal apophysis, conductor, embolus, bulbus, epigyne, anterior epigynal pocket, septum, cymbium, chelicerae, femur, tibia, metatarsus, patella, tarsus) across multiple species. || Genital figure quality (20%) | 9 | Multiple figure series cover male palps and bulbus in ventral and retrolateral views (Figs 11–18, 23–30, 31–38) and epigynes in ventral and dorsal views (Figs 39–44, 45–59) for all four species, providing comprehensive multi-view genital illustration for both sexes. || Taxonomic originality (15%) | 7 | No new species described, but thorough illustrated redescriptions of four poorly documented species from new material, plus the erection of a new species group (P. abagensis group) with formal diagnosis and expanded diagnoses for P. amentata and P. lugubris groups — substantive revisionary contribution scored near the top of the 5–7 band. || Supporting data (10%) | 6 | Formal examined material lists with precise GPS coordinates and collection data are provided for all species; a distribution/habitat comparison table (Table 2) and phenology chart (Fig. 60) are included, but no distribution map and no molecular data. || Text/OCR quality (5%) | 4 | garbled_ratio = 1.0 and force_ocr = true; although content is largely recoverable (species descriptions, tables, figures readable), tabular leg-segment data is partially garbled (mixed symbols, bracket noise in measurement tables), reducing reliability of those sections. |### Final ScoreWeighted total: (9×0.25) + (8×0.25) + (9×0.20) + (7×0.15) + (6×0.10) + (4×0.05)= 2.25 + 2.00 + 1.80 + 1.05 + 0.60 + 0.20= **7.90**Category: **4**"
Pardosa_alacris,Kronestedt_T_1992b_The_identity_of_Pardosa_alacris_C_L_Koch_1833_Arachnida_Araneae_Lycosidae,6.15,3,ok,"## Kronestedt_T_1992b_The_identity_of_Pardosa_alacris_C_L_Koch_1833_Arachnida_Araneae_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire 4-page document is focused exclusively on *Pardosa alacris* and its synonymy with *P. pseudolugubris*, with every chunk pertaining to Pardosa. || Morphological description depth (25%) | 4 | Modern morphological vocabulary is used (cymbium, palp, bulbus, tegular apophysis) but descriptions are qualitative (coloration, pigmentation) with no quantitative measurements reported. || Genital figure quality (20%) | 5 | One figure caption references the male palp (cymbium, tibia, patella) in dorsal view, covering a genital-adjacent structure, but only a single view of the male is illustrated with no female genital figures. || Taxonomic originality (15%) | 7 | A clear and substantiated synonymy is established (*P. alacris* as senior synonym of *P. pseudolugubris*), resolving a nomenclatural problem for a widely distributed European species — equivalent in value to a thorough revisionary act, though not a new species description. || Supporting data (10%) | 4 | Locality data for examined type and fresh specimens are mentioned in prose, including syntype details, but there is no formal examined material list, distribution table, or molecular data. || Text/OCR quality (5%) | 9 | `garbled_ratio` = 0.0, `force_ocr` = false; all chunks are clean and fully readable with no OCR artifacts. |### Final ScoreWeighted total: (9×0.25) + (4×0.25) + (5×0.20) + (7×0.15) + (4×0.10) + (9×0.05)= 2.25 + 1.00 + 1.00 + 1.05 + 0.40 + 0.45 = **6.15**Category: 3"
Pardosa_alacris,Kronestedt_T_1999_A_new_species_in_the_Pardosa_lugubris_group_from_central_Europe_Arachnida_Araneae_Lycosidae,7.95,4,ok,"## Kronestedt_T_1999_A_new_species_in_the_Pardosa_lugubris_group_from_central_Europe_Arachnida_Araneae_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is focused exclusively on Pardosa (new species *P. baehrorum*, compared throughout with *P. alacris* and *P. lugubris*); 100% of chunks treat Pardosa. || Morphological description depth (25%) | 8 | Full quantitative measurements are provided for all leg segments (femur, patella, tibia, metatarsus, tarsus in mm), carapace dimensions, and palp segments, combined with detailed morphological descriptions of the palp (embolus, tegular apophysis, terminal apophysis, conductor, cymbium) and epigyne in the same passages. || Genital figure quality (20%) | 8 | Multiple figure captions reference genital structures for both sexes with multi-view coverage: male palp in ventral view and frontal view (Fig. 2), tegular apophysis in multiple specimens (Fig. 3, 16 views across three species), embolus/conductor/terminal apophysis detail (Fig. 4), cymbium in ventral and prolateral views (Fig. 6), and epigyne figures for female (Figs 7–8). || Taxonomic originality (15%) | 7 | One new Pardosa species (*P. baehrorum* spec. nov.) is thoroughly described with holotype designation, full diagnosis, comparison to two allied species, and discussion of species-group placement; a single thorough new species description scoring toward the upper end of the 5–7 band. || Supporting data (10%) | 6 | A formal examined material list with collection localities and dates is provided (Austria, Germany), plus a distribution map (Fig. 10) and a morphometric scatter plot (Fig. 9); no molecular data. || Text/OCR quality (5%) | 9 | `garbled_ratio` = 0.0, `force_ocr` = false; text is clean and well-structured throughout, with only minor OCR ligature artifacts in species names (e.g. ""bnehromm"") that do not impede readability. |### Final ScoreWeighted total: (9×0.25) + (8×0.25) + (8×0.20) + (7×0.15) + (6×0.10) + (9×0.05)= 2.25 + 2.00 + 1.60 + 1.05 + 0.60 + 0.45 = **7.95**Category: **4**"
Pardosa_alacris,Kuralt_Ž_Pajek_Arambašič_N__Kostanjšek_R_2025_Contribution_to_the_knowledge_of_spiders_Araneae_of_the_upper_course_of_the_Neretva_River_in_Bosnia_and_Herzegovina,4,2,ok,"## Kuralt_Ž_Pajek_Arambašič_N__Kostanjšek_R_2025_Contribution_to_the_knowledge_of_spiders_Araneae_of_the_upper_course_of_the_Neretva_River_in_Bosnia_and_Herzegovina.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 4 | This is a multi-family faunal survey of 84 species across 22 families; Pardosa appears as one of several genera in the species list (9 Pardosa species recorded), but receives no deeper treatment than other genera, representing well under 10% of substantive content. || Morphological description depth (25%) | 2 | No morphological descriptions or measurements are provided; Pardosa entries consist only of checklist-style locality and specimen count data. || Genital figure quality (20%) | 6 | Figure 2 includes ventral views of epigynes and lateral views of pedipalps for *Pardosa alacris* (epigyne + pedipalp) and *Pardosa prativaga* (epigyne only), confirming genital structures for at least one Pardosa species across both sexes, though coverage is limited to one or two views per species. || Taxonomic originality (15%) | 2 | No new species are described; all Pardosa entries are new locality records for Bosnia and Herzegovina, with no revisionary or descriptive taxonomic content. || Supporting data (10%) | 6 | A structured species list (Tab. 2) with collection localities, GPS coordinates, altitudes, sampling methods, and collector data (Tab. 1) is provided; no distribution map for Pardosa specifically and no molecular data. || Text/OCR quality (5%) | 8 | garbled_ratio = 0.0, force_ocr = false; text is clean and fully readable throughout, consistent with a modern digital PDF, though some heading strings contain garbled font-encoding artifacts. |### Final ScoreWeighted total: (4×0.25) + (2×0.25) + (6×0.20) + (2×0.15) + (6×0.10) + (8×0.05)= 1.00 + 0.50 + 1.20 + 0.30 + 0.60 + 0.40 = **4.00**Category: **2**"
Pardosa_alacris,Töpfer-Hofmann_G_Cordes_D__Helversen_O_2000_Cryptic_species_and_behavioural_isolation_in_the_Pardosa_lugubris_group_Araneae_Lycosidae_with_description_of_two_new_species,7.4,3,ok,"## Töpfer-Hofmann_G_Cordes_D__Helversen_O_2000_Cryptic_species_and_behavioural_isolation_in_the_Pardosa_lugubris_group_Araneae_Lycosidae_with_description_of_two_new_species.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The document is entirely focused on the *Pardosa lugubris* group throughout all 18 pages, with every chunk addressing Pardosa species exclusively. || Morphological description depth (25%) | 6 | Modern morphological vocabulary is present (cymbium, tegular apophysis, bulb, tibia, femur, patella, etc.) alongside quantitative measurements (carapace length, leg segment lengths in mm for holotypes and paratypes), but descriptions of genital structures (bulb internals, epigyne, vulva) are limited; female genitalia receive almost no structural description beyond mention of a median septum, and male bulb descriptions focus largely on external cymbium shape rather than internal structures. || Genital figure quality (20%) | 7 | Multiple figure captions (Figs. 20–29, 30–33) explicitly reference male palps in ventral and prolateral views for 5–6 species, providing two-view coverage of male genital organs; however, female genital structures (epigyne/vulva) are not illustrated in any caption, limiting coverage to one sex only. || Taxonomic originality (15%) | 8 | Two new species are formally described (*P. saltans*, *P. pertinax*) with full diagnoses, type material, and comparisons to related taxa; a neotype for *P. lugubris* is designated; synonymy is addressed for multiple taxa; this constitutes substantial revisionary work on the group. || Supporting data (10%) | 6 | Extensive examined material lists with collection localities are provided for each species across multiple European countries, and leg measurement tables are included for the two new species; however, no distribution map and no molecular data are present. || Text/OCR quality (5%) | 9 | Garbled ratio is 0.0, force_ocr is false, and chunk text reads cleanly throughout with only minor encoding artifacts (e.g., `/p55`, `/p56` for sex symbols); the document is a modern digital PDF fully extractable. |### Final ScoreWeighted total: (9×0.25) + (6×0.25) + (7×0.20) + (8×0.15) + (6×0.10) + (9×0.05)= 2.25 + 1.50 + 1.40 + 1.20 + 0.60 + 0.45= **7.40**Category: **3**"
Pardosa_alacris,Töpfer-Hofmann_G__Helversen_O_1990_Four_species_of_the_Pardosa_lugubris-group_in_central_Europe_Araneae_Lycosidae_-_A_preliminary_report,6,3,ok,"## Töpfer-Hofmann_G__Helversen_O_1990_Four_species_of_the_Pardosa_lugubris-group_in_central_Europe_Araneae_Lycosidae_-_A_preliminary_report.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire 4-page document is focused exclusively on the *Pardosa lugubris*-group, treating four *Pardosa* species throughout. || Morphological description depth (25%) | 5 | Morphological vocabulary is modern (cymbium, spur, tibia, palp) and some measurements are provided (cymbium length in mm with sample sizes), but descriptions are brief and limited to males only, with no depth on internal genital structures. || Genital figure quality (20%) | 5 | One figure caption references the male palp in ventral and retrolateral views (Fig. 1a–b) for two species, meeting the threshold for genital structure illustration, but only male palp is shown with limited species coverage. || Taxonomic originality (15%) | 5 | The paper proposes a synonymy (*P. pseudolugubris* = *P. alacris*) and announces two new species (*P. baehrorum*, *P. saltans*) as nomina nuda, but full descriptions are explicitly deferred to forthcoming publications, limiting originality here. || Supporting data (10%) | 3 | Locality/specimen data are mentioned only in passing (Bavaria, Sweden) without structured specimen lists, distribution tables, or molecular data. || Text/OCR quality (5%) | 9 | Garbled ratio is 0.0, force_ocr is false, and all chunks read cleanly with no OCR artifacts. |### Final ScoreWeighted total: (9×0.25) + (5×0.25) + (5×0.20) + (5×0.15) + (3×0.10) + (9×0.05)= 2.25 + 1.25 + 1.00 + 0.75 + 0.30 + 0.45 = **6.00**Category: **3**"
Pardosa_albatula,Blick_T__Wolf_P_1996_A_nomenclatorial_note_on_Pardosa_albatula_Roewer_1951,3.4,2,ok,"## Blick_T__Wolf_P_1996_A_nomenclatorial_note_on_Pardosa_albatula_Roewer_1951.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 7 | The single-page note is entirely focused on *Pardosa albatula* (nomenclature, distribution), so Pardosa is the sole subject, but the document is extremely short with almost no substantive biological content. || Morphological description depth (25%) | 1 | No morphological descriptions or measurements whatsoever; the note is purely nomenclatural. || Genital figure quality (20%) | 1 | One image is present but has no caption and given the context (a one-page newsletter note) it is almost certainly not a genital figure; no genital structures are referenced anywhere. || Taxonomic originality (15%) | 3 | The contribution is a nomenclatural correction (confirming primary homonymy and validating the replacement name *albatula*), which counts as synonymy/listing work rather than a new description or revision. || Supporting data (10%) | 3 | Brief locality data mentioned in prose (Tatra, Carpathian Mountains, central/south-eastern Europe, northern Greece) but no structured listing, table, or map. || Text/OCR quality (5%) | 9 | Garbled ratio 0.0, force_ocr false, modern digital PDF; text is clean and fully readable. |### Final ScoreWeighted total: (7×0.25) + (1×0.25) + (1×0.20) + (3×0.15) + (3×0.10) + (9×0.05)= 1.75 + 0.25 + 0.20 + 0.45 + 0.30 + 0.45 = **3.40**Category: **2**"
Pardosa_albatula,Breitling_R_2018_Eric_Duffeys_spider_collection_in_the_Manchester_Museum__an_update,2.6,2,ok,"## Breitling_R_2018_Eric_Duffeys_spider_collection_in_the_Manchester_Museum__an_update.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | Pardosa is mentioned only incidentally — a few species appear in a faunal abundance table (P. pyrenaica, P. bifasciata, P. monticola, P. nigriceps, P. amentata) and P. proxima in passing prose, with P. albatula illustrated in one genital figure among 19 other non-Pardosa species; the document is a collection-update newsletter article, not a Pardosa-focused work. || Morphological description depth (25%) | 1 | There are no morphological descriptions of any species; the document consists of collection history narrative, a faunal abundance table, and brief figure captions with label data only. || Genital figure quality (20%) | 3 | Figure 2A illustrates the male pedipalp (ventral view) of Pardosa albatula, but this is a single view of a single Pardosa species among 19 figures of unrelated taxa, with no female genital figure for Pardosa. || Taxonomic originality (15%) | 1 | No new species descriptions, redescriptions, or taxonomic revisions are presented; the article documents collection curation and species records only. || Supporting data (10%) | 4 | A structured abundance table lists species with sex ratios and sample locality information, but there are no examined specimen lists, distribution maps, or molecular data. || Text/OCR quality (5%) | 9 | Clean modern digital PDF with garbled_ratio of 0.0 and force_ocr false; text is fully readable throughout. |### Final ScoreWeighted total: (3×0.25) + (1×0.25) + (3×0.20) + (1×0.15) + (4×0.10) + (9×0.05)= 0.75 + 0.25 + 0.60 + 0.15 + 0.40 + 0.45 = **2.60**Category: **2**"
Pardosa_albatula,Buchar_J_1968_Zur_Lycosidenfauna_Bulgariens_Arachn_Araneae,7.6,4,ok,"## Buchar_J_1968_Zur_Lycosidenfauna_Bulgariens_Arachn_Araneae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 7 | Pardosa is the dominant genus with 21 of 42 species being Pardosa, and the new species descriptions are exclusively Pardosa, but the document covers 42 lycosid species across multiple genera (Alopecosa, Arctosa, Pirata, Lycosa, Trochosa, Xerolycosa), so Pardosa treatment is substantial but not exclusive. || Morphological description depth (25%) | 8 | Full descriptions combining detailed morphological prose (colour pattern, chelicerae, sternum, pedipalps, abdomen) with complete leg segment measurements in mm for all four legs, eye diameters and distances, and explicit genital structure descriptions (epigyne, tegular apophysis, bulbus) for new species. || Genital figure quality (20%) | 8 | Figures 2 and 3 illustrate epigyne (ventral) and male palp from multiple views (outside/ventral = prolateral/retrolateral) for *P. drenskii*, with comparative views of *P. saltuaria* and *P. hyperborea* epigynes and tegular apophyses; Figure 4 shows male palp (outside + ventral) and epigyne for *P. bulgarica*, covering both sexes across ≥2 new species with multi-view coverage. || Taxonomic originality (15%) | 8 | Three new Pardosa species described (*P. drenskii*, *P. tasevi*, *P. bulgarica*), each with full morphological description, measurements, comparison to related taxa, and designated holotypes; one new Arctosa species also described. || Supporting data (10%) | 6 | Formal numbered locality list with habitat characterisation and collection dates for 47 localities, and specimen data listed per species referencing locality numbers; no distribution map for Pardosa species and no molecular data. || Text/OCR quality (5%) | 9 | garbled_ratio = 0.0, force_ocr = false; text is clean, well-structured modern digital PDF with only minor OCR artifacts (e.g. occasional character substitutions in special characters). |### Final ScoreWeighted total: (7×0.25) + (8×0.25) + (8×0.20) + (8×0.15) + (6×0.10) + (9×0.05)= 1.75 + 2.00 + 1.60 + 1.20 + 0.60 + 0.45 = **7.60**Category: **4**"
Pardosa_albatula,Kolosváry_G_1937b_Neue_Daten_zur_Spinnenfauna_der_Siebenbürgens,2.85,2,ok,"## Kolosváry_G_1937b_Neue_Daten_zur_Spinnenfauna_der_Siebenbürgens.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | This is a multi-genus Transylvanian faunal checklist covering dozens of genera alphabetically; Pardosa (listed under *Lycosa*) appears in only a few passing entries among hundreds, with no dedicated treatment. || Morphological description depth (25%) | 2 | The document is essentially a locality checklist with no morphological descriptions or measurements; the only morphological content is a brief epigyne figure caption for a new species whose full description is explicitly deferred. || Genital figure quality (20%) | 3 | The figure explanation mentions epigyne illustrations for *Lycosa albata*, *Lycosa tarsalis*, and *Lycosa Embriki* n. sp. (Figs 1–3), but these are habitus-adjacent epigyne sketches with no captions captured, no multi-view coverage confirmed, and the new species description is deferred. || Taxonomic originality (15%) | 3 | One new lycosid species (*Lycosa Embriki* sp. nov.) is nominally introduced, but the description is explicitly deferred and only the epigyne figure is published to establish priority; this is minimal original contribution. || Supporting data (10%) | 4 | Locality data are present throughout as prose entries (collector, date, locality) but are not structured into a formal examined-material table; a sketch map is included. || Text/OCR quality (5%) | 3 | garbled_ratio of 0.333 with force_ocr=true; chunks show substantial OCR noise (mixed Cyrillic/Latin characters, garbled words), though the overall content is partially parseable. |### Final ScoreWeighted total: (3×0.25) + (2×0.25) + (3×0.20) + (3×0.15) + (4×0.10) + (3×0.05)= 0.75 + 0.50 + 0.60 + 0.45 + 0.40 + 0.15 = **2.85**Category: **2**"
Pardosa_albatula,Naumova_M__Deltshev_C_2023_On_the_identity_of_Pardosa_consimilis_Nosek_1905_with_a_first_description_of_the_male_and_notes_on_two_related_species_Araneae_Lycosidae,8.65,4,ok,"## Naumova_M__Deltshev_C_2023_On_the_identity_of_Pardosa_consimilis_Nosek_1905_with_a_first_description_of_the_male_and_notes_on_two_related_species_Araneae_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is exclusively focused on Pardosa (consimilis, albatula, blanda); every chunk concerns Pardosa taxonomy, morphology, or distribution. || Morphological description depth (25%) | 9 | Detailed descriptions for both sexes combine precise measurements (total length, carapace, leg segments by femur/patella/tibia/metatarsus/tarsus, eye sizes) with rich morphological terminology covering palp, bulb, embolus, tegular apophysis, terminal apophysis, conductor, epigyne, vulva, spermathecae, chelicerae, carapace, opisthosoma, and all leg segments. || Genital figure quality (20%) | 9 | Seven figure captions reference genital structures across multiple views: male palp ventral (Fig. 1A), epigyne ventral and dorsal (Figs 1B–C), macerated epigyne ventral and vulva dorsal for three species (Fig. 3), male palp retrolateral/ventral/prolateral for three species (Figs 5–6), and terminal apophysis detail (Fig. 6G–I)—comprehensive multi-view coverage for both sexes across three species. || Taxonomic originality (15%) | 8 | First description of the male of P. consimilis, full redescription of the female based on type and new material, comparative treatment of two related species, synonym correction (misidentified records reassigned), and an identification key—equivalent in value to a thorough revisionary redescription. || Supporting data (10%) | 7 | Extensive formally listed examined material with GPS coordinates, altitudes, collection dates, and collectors for multiple countries; a distribution map (Fig. 7) is included; no molecular data. || Text/OCR quality (5%) | 9 | garbled_ratio = 0.0, force_ocr = false; all chunks are clean, well-structured modern digital PDF text with no OCR artifacts. |### Final ScoreWeighted total: (9×0.25) + (9×0.25) + (9×0.20) + (8×0.15) + (7×0.10) + (9×0.05) = 2.25 + 2.25 + 1.80 + 1.20 + 0.70 + 0.45 = **8.65**Category: 4"
Pardosa_albomaculata,Buchar_J_1971_Die_Verwandtschaftsbeziehungen_der_Art_Pardosa_cincta_Kulczynski_Araneae_Lycosidae,6,3,ok,"## Buchar_J_1971_Die_Verwandtschaftsbeziehungen_der_Art_Pardosa_cincta_Kulczynski_Araneae_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The document is entirely focused on Pardosa cincta and its relationships to closely related Pardosa species (P. lapponica, P. ferruginea, P. atrata), making it fully Pardosa-centred throughout all 5 chunks. || Morphological description depth (25%) | 5 | The document is written in modern German taxonomic prose and discusses morphological characters (epigyne structure implied by discussion of female specimens and species differentiation), but the sampled chunks show no quantitative measurements and structural detail is not evident in the extracted text; the short page count (9 pp.) with only 5 chunks limits assessment. || Genital figure quality (20%) | 4 | Two images are saved but neither has a caption captured by the pipeline; the document's focus on species relationships and female epigyne differentiation strongly implies genital figures are present, but multi-view coverage cannot be confirmed from available data, so a conservative score is warranted. || Taxonomic originality (15%) | 6 | The paper resolves a long-standing synonymy/identity question for P. cincta (separating it from P. lapponica) and establishes its affinities based on new female material, constituting a meaningful revisionary contribution though not a formal new species description. || Supporting data (10%) | 4 | Locality data for the new female find is mentioned in prose context, but no structured specimen list, distribution table, or molecular data is evident from the extracted chunks. || Text/OCR quality (5%) | 8 | Garbled ratio is 0.0, force_ocr is false, and the extracted text is clean and readable despite minor OCR artefacts in proper names (e.g. ""Ksr'cz."" for Kulczyński); the document is a well-digitised modern PDF. |### Final ScoreWeighted total: (9×0.25) + (5×0.25) + (4×0.20) + (6×0.15) + (4×0.10) + (8×0.05)= 2.25 + 1.25 + 0.80 + 0.90 + 0.40 + 0.40 = **6.00**Category: 3"
Pardosa_albomaculata,Chamberlin_R_V__Ivie_W_1947b_The_spiders_of_Alaska,4.85,2,ok,"## Chamberlin_R_V__Ivie_W_1947b_The_spiders_of_Alaska.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 5 | Pardosa is treated as one of several genera in a broad multi-family Alaskan spider fauna; multiple Pardosa species appear (furcifera, glacialis, mackenziana, prosaica, nordicolens, tristoides, gerstchi, diuturna) but the genus occupies roughly 5–8 pages of a 100-page monograph, well under 25% of content. || Morphological description depth (25%) | 4 | Descriptions for new Pardosa species include color and structural prose (e.g., epigynum structure, eye spacing, chelicera teeth) with tabulated measurements (mm and ratio), but the descriptions are brief and lack the detailed genital terminology expected for a high score; depth is typical of 1940s North American faunal surveys. || Genital figure quality (20%) | 4 | The plate legends (pp. 78–94) list epigynum figures for various new species (e.g., Fig. 89 for *P. prosaica*), but only single-view epigynum figures appear for Pardosa; no palp/bulb figures for Pardosa males are referenced, and captions are minimal with no multi-view genital coverage confirmed. || Taxonomic originality (15%) | 6 | At least 4–5 new Pardosa species are described (*P. prosaica*, *P. tristoides*, *P. gerstchi*, *P. nordicolens*, plus possibly *P. diuturna* record), satisfying the 1–5 new species band; descriptions are brief but original. || Supporting data (10%) | 5 | Locality data are provided in structured record lists with collector, date, and coordinates (W/N grid references) for each species, constituting a formal specimen list; no distribution map or molecular data present. || Text/OCR quality (5%) | 8 | garbled_ratio = 0.0, force_ocr = false; text is well-extracted throughout with only minor OCR noise (e.g., symbol substitutions in tables), typical of a scanned mid-20th-century monograph processed cleanly. |### Final ScoreWeighted total: (5×0.25) + (4×0.25) + (4×0.20) + (6×0.15) + (5×0.10) + (8×0.05)= 1.25 + 1.00 + 0.80 + 0.90 + 0.50 + 0.40 = **4.85**Category: **2**"
Pardosa_albomaculata,Dondale_C_D__Redner_J_H_1990_The_insects_and_arachnids_of_Canada_Part_17_The_wolf_spiders_nurseryweb_spiders_and_lynx_spiders_of_Canada_and_Alaska_Araneae_Lycosidae_Pisauridae_and_Oxyopidae,7,3,ok,"## Dondale_C_D__Redner_J_H_1990_The_insects_and_arachnids_of_Canada_Part_17_The_wolf_spiders_nurseryweb_spiders_and_lynx_spiders_of_Canada_and_Alaska_Araneae_Lycosidae_Pisauridae_and_Oxyopidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 7 | Pardosa is one of 14 genera treated (alongside Schizocosa, Hogna, Pirata, Arctosa, Alopecosa, etc.), but with 46 species and a dedicated ~130-page section it receives substantially deeper treatment than most other genera, placing it at the upper end of the 7-band rather than fully dominant. || Morphological description depth (25%) | 8 | Descriptions systematically combine precise measurements (total length, carapace length and width with n and SD for most species) with detailed structural terminology for both male palp (embolus, conductor, median apophysis, terminal apophysis, palea) and female genitalia (epigynum, atrium, median septum, copulatory tubes, spermathecae), meeting the top-band criteria throughout the Pardosa section. || Genital figure quality (20%) | 8 | Numerous figure captions explicitly reference both epigynum (ventral view) and male palpus (ventral, dorsal, apical/distoventral/retrolateral views) plus spermathecae (dorsal view) for the great majority of Pardosa species, providing multi-view coverage for both sexes across many taxa. || Taxonomic originality (15%) | 4 | The work is primarily a faunal monograph synthesising existing taxonomy for 46 Pardosa species in Canada/Alaska; it presents no new Pardosa species descriptions and is not a revisionary treatment, though it records synonymies and comparative diagnoses. || Supporting data (10%) | 6 | Every species has a dedicated collection-locality map and a structured Range section; however, there is no formal examined-material list with specimen-level locality data and no molecular data. || Text/OCR quality (5%) | 9 | Garbled ratio is 0.003 with force_ocr false; text reads cleanly throughout with no OCR artifacts in the sampled chunks. |### Final ScoreWeighted total: (7 × 0.25) + (8 × 0.25) + (8 × 0.20) + (4 × 0.15) + (6 × 0.10) + (9 × 0.05)= 1.75 + 2.00 + 1.60 + 0.60 + 0.60 + 0.45 = **7.00**Category: **3**"
Pardosa_albomaculata,Emerton_J_H_1885_New_England_Lycosidae,5.8,3,ok,"## Emerton_J_H_1885_New_England_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 7 | Pardosa is treated as one of several genera (alongside Lycosa, Pirata, Dolomedes, Ocyale, Aulonia, Oxyopes), but receives dedicated sections with multiple species (albomaculata, brunnea, lapidicina, pallida, bilineata, albopatella, nigropalpis, montana), representing roughly 15–20% of total content. || Morphological description depth (25%) | 4 | Descriptions use modern morphological vocabulary (epigynum, palpal organ, bulb, tarsus, tibia, femur, spinneret) with some measurements (body length, leg length in mm), but descriptions are relatively brief and lack the structural depth and multi-structure integration expected at higher scores. || Genital figure quality (20%) | 6 | Plate caption lists confirm epigynum and male palpus figures for multiple Pardosa species (albomaculata 3a/3b, brunnea 4a/4b, lapidicina 5a–5c, nigropalpis 1b–1d, pallida 3c/3e, bilineata 4b), covering both sexes, but views are limited (no multi-view dorsal/ventral/lateral series explicitly described). || Taxonomic originality (15%) | 7 | Seven new Pardosa species are described (albomaculata, brunnea, lapidicina, pallida, bilineata, albopatella, nigropalpis), meeting the ≥6 threshold, though descriptions are brief by modern standards. || Supporting data (10%) | 4 | Locality data are provided in prose for each species (state and town level), but there is no structured examined-material list, distribution table, or map. || Text/OCR quality (5%) | 8 | Garbled ratio is 0.0, force_ocr is false; text is well-structured and readable throughout with only minor 19th-century typographic artifacts (superscript mm notation). |### Final ScoreWeighted total: (7×0.25) + (4×0.25) + (6×0.20) + (7×0.15) + (4×0.10) + (8×0.05)= 1.75 + 1.00 + 1.20 + 1.05 + 0.40 + 0.40 = **5.80**Category: **3**"
